date,hour,location,AQI,CO,CO_24h,NO2,NO2_24h,O3,O3_24h,O3_8h,O3_8h_24h,PM10,PM10_24h,PM2.5,PM2.5_24h,SO2,SO2_24h
20180110,0,Alashanmeng,52.0,0.467,0.5329999999999999,7.0,11.0,92.0,94.0,86.0,91.0,51.0,70.0,34.0,33.0,9.0,10.0
20180110,0,Ankang,62.0,0.867,0.933,38.0,34.0,24.0,79.0,36.0,58.0,71.0,70.0,42.0,41.0,18.0,21.0
20180110,0,Anqing,69.0,0.575,0.575,65.0,50.0,47.0,109.0,66.0,98.0,77.0,75.0,49.0,52.0,21.0,14.0
20180110,0,Anshan,55.0,1.3,1.586,25.0,36.0,45.0,64.0,40.0,52.0,57.0,56.0,18.0,28.0,20.0,47.0
20180110,0,Anshun,70.0,0.825,0.85,16.0,15.0,72.0,73.0,65.0,67.0,71.0,59.0,50.0,45.0,41.0,27.0
20180110,0,Anyang,81.0,1.36,1.1,56.0,36.0,23.0,85.0,51.0,76.0,110.0,62.0,40.0,22.0,38.0,26.0
20180110,0,Baicheng,72.0,1.1,0.8,33.0,21.0,26.0,68.0,39.0,63.0,60.0,38.0,52.0,25.0,16.0,13.0
20180110,0,Baise,58.0,1.5,1.45,38.0,23.0,6.0,56.0,25.0,50.0,49.0,44.0,40.0,29.0,11.0,10.0
20180110,0,Baishan,60.0,1.1,0.9,38.0,16.0,28.0,67.0,50.0,63.0,48.0,50.0,42.0,26.0,57.0,21.0
20180110,0,Baiyin,76.0,0.9,1.15,36.0,30.0,20.0,77.0,44.0,66.0,99.0,87.0,33.0,40.0,15.0,31.0
20180110,0,Baoding,38.0,0.35,0.55,13.0,24.0,78.0,87.0,72.0,81.0,37.0,66.0,17.0,23.0,3.0,9.0
20180110,0,Baoji,117.0,1.525,1.213,55.0,49.0,32.0,92.0,39.0,73.0,113.0,98.0,88.0,64.0,34.0,31.0
20180110,0,Baoshan,39.0,0.6,0.65,12.0,15.0,65.0,94.0,76.0,87.0,27.0,37.0,15.0,17.0,8.0,12.0
20180110,0,Baotou,54.0,0.7170000000000001,0.883,9.0,17.0,73.0,78.0,70.0,72.0,55.0,68.0,8.0,18.0,7.0,15.0
20180110,0,Bayannur,56.0,0.4,0.467,14.0,18.0,70.0,86.0,68.0,80.0,59.0,47.0,19.0,16.0,7.0,9.0
20180110,0,Bazhong,89.0,0.925,0.85,41.0,33.0,23.0,85.0,40.0,66.0,110.0,77.0,66.0,46.0,6.0,5.0
20180110,0,Beihai,71.0,1.475,1.45,20.0,15.0,53.0,68.0,57.0,65.0,59.0,54.0,51.0,46.0,10.0,8.0
20180110,0,Beijing,33.0,0.3,0.35,5.0,13.0,66.0,72.0,64.0,69.0,30.0,33.0,5.0,6.0,2.0,3.0
20180110,0,Bengbu,50.0,0.55,0.583,22.0,32.0,77.0,96.0,83.0,86.0,49.0,59.0,28.0,33.0,12.0,19.0
20180110,0,Benxi,59.0,0.3670000000000001,0.8170000000000001,10.0,25.0,58.0,65.0,46.0,54.0,66.0,55.0,13.0,22.0,25.0,30.0
20180110,0,Bijie,53.0,1.05,1.1,12.0,17.0,72.0,84.0,67.0,69.0,54.0,59.0,35.0,41.0,8.0,11.0
20180110,0,Binzhou,48.0,0.5670000000000001,1.1,21.0,31.0,40.0,62.0,48.0,56.0,47.0,95.0,11.0,28.0,9.0,31.0
20180110,0,Bozhou,50.0,0.35,0.45,18.0,33.0,64.0,93.0,66.0,84.0,49.0,64.0,20.0,28.0,16.0,16.0
20180110,0,Cangzhou,52.0,0.467,0.733,28.0,28.0,38.0,75.0,47.0,67.0,52.0,84.0,26.0,34.0,21.0,26.0
20180110,0,Changchun,58.0,0.7559999999999999,0.62,34.0,27.0,29.0,63.0,30.0,54.0,48.0,46.0,40.0,27.0,27.0,30.0
